suburb,lat,lon
 Winnambool,-38.5300,146.1000
 Winnap,-38.5300,146.1000
 Winnindoo,-38.5300,146.1000
 Winslow,-38.5300,146.1000
 Winton,-38.5300,146.1000
 Winton North,-38.5300,146.1000
 Wirrate,-38.5300,146.1000
 Wiseleigh,-38.5300,146.1000
 Wishart,-38.5300,146.1000
 Wodonga,-37.9400,145.2700
 Wodonga,-38.6400,146.0700
 Wodonga Forward,-38.6900,146.0800
 Wodonga Plaza,-38.6900,146.0800
 Wollert,-38.6900,146.0800
 Wombat Creek,-38.6700,146.2700
 Wombelano,-38.6700,146.2700
 Won Wron,-38.6700,146.2700
 Wonga,-38.6700,146.2700
 Wonga Park,-38.6700,146.2700
 Wongarra,-38.6700,146.2700
 Wongungarra,-38.6700,146.2700
 Wonnangatta,-38.6700,146.2700
 Wonthaggi,-38.6700,146.2700
 Wonwondah,-38.6700,146.2700
 Wonyip,-38.6700,146.2700
 Wood Wood,-38.6700,146.2700
 Woodend,-38.6700,146.2700
 Woodend North,-38.6700,146.4000
 Woodfield,-38.6700,146.4000
 Woodford,-38.6700,146.4000
 Woodglen,-38.6700,146.4000
 Woodhouse,-38.6700,146.4000
 Woodleigh,-38.6800,146.2700
 Woods Point,-38.6900,146.4500
 Woodside,-38.5800,146.4500
 Woodside Beach,-38.5800,146.4500
 Woodside North,-38.5800,146.4500
 Woodstock,-37.6900,144.9600
 Woodstock On Loddon,-38.6100,146.6700
 Woodstock West,-38.6100,146.6700
 Woodvale,-38.6100,146.6700
 Wool Wool,-38.6100,146.6700
 Woolamai,-38.6100,146.6700
 Woolenook,-38.6100,146.6700
 Woolshed,-38.6100,146.6700
 Woolshed Flat,-38.6100,146.6700
 Woolsthorpe,-38.6100,146.6700
 Woomelang,-38.6100,146.6700
 Wooragee,-38.6100,146.6700
 Woorarra East,-38.6100,146.6700
 Woorarra West,-38.6100,146.6700
 Woori Yallock,-38.6100,146.6700
 Woorinen,-38.6100,146.6700
 Woorinen North,-38.6100,146.6700
 Woorinen South,-38.6100,146.6700
 Woorndoo,-38.6100,146.6700
 Wooroonook,-38.6100,146.6700
 Woosang,-38.6100,146.6700
 Wootong Vale,-38.6100,146.6700
 World Trade Centre,-38.0500,145.2600
 Worrowing,-38.0300,145.2700
 Wrathung,-38.2100,145.3200
 Wrixon,-38.2100,145.3200
 Wroxham,-38.2100,145.3200
 Wuk Wuk,-38.2100,145.3200
 Wulgulmerang,-38.2100,145.3200
 Wulgulmerang East,-38.2100,145.3200
 Wulgulmerang West,-38.2100,145.3200
 Wunghnu,-38.2100,145.3200
 Wurdiboluc,-38.2100,145.3200
 Wurruk,-38.2100,145.3200
 Wy Yung,-38.2100,145.3200
 Wycheproof,-38.1500,145.4200
 Wycheproof South,-38.1500,145.4200
 Wychitella,-38.1500,145.4200
 Wychitella North,-38.4300,145.5600
 Wye River,-38.4300,145.5600
 Wyelangta,-38.4300,145.5600
 Wyndham Vale,-38.2100,145.3400
 Wyuna,-38.2100,145.3400
 Wyuna East,-38.2100,145.3400
 Yaapeet,-38.1800,145.5700
 Yabba North,-38.1800,145.5700
 Yabba South,-38.1800,145.5700
 Yackandandah,-38.1800,145.5700
 Yalca,-38.1800,145.5700
 Yallambie,-38.1800,145.5700
 Yalla-Y-Poora,-38.1800,145.5700
 Yallourn,-38.3200,145.5400
 Yallourn North,-38.3200,145.5400
 Yalmy,-38.3200,145.5400
 Yambuk,-38.3200,145.5400
 Yambuna,-38.3200,145.5400
 Yan Yean,-38.3200,145.5400
 Yanac,-38.3200,145.5400
 Yanakie,-38.3200,145.5400
 Yando,-38.3200,145.5400
 Yandoit,-38.3200,145.5400
 Yandoit Hills,-38.3200,145.5400
 Yangery,-38.3200,145.5400
 Yangoura,-38.3200,145.5400
 Yannathan,-38.3300,145.6700
 Yapeen,-38.2900,145.8900
 Yarck,-38.2900,145.8900
 Yarpturk,-38.2900,145.8900
 Yarra Glen,-38.2900,145.8900
 Yarra Junction,-38.4500,145.5300
 Yarraberb,-38.4800,145.4700
 Yarragon,-38.4900,145.6200
 Yarragon South,-38.4900,145.6200
 Yarram,-38.4900,145.6200
 Yarrambat,-38.4900,145.6200
 Yarraville,-38.5300,145.4500
 Yarraville West,-38.5300,145.4500
 Yarrawalla,-38.5300,145.4500
 Yarrawonga,-38.5300,145.4500
 Yarrawonga South,-38.5300,145.4500
 Yarroweyah,-38.5300,145.4500
 Yarrunga,-38.5300,145.4500
 Yatchaw,-38.5300,145.4500
 Yawong Hills,-38.5300,145.4500
 Yea,-38.5300,145.4500
 Yellingbo,-38.5300,145.4500
 Yelta,-38.5300,145.4500
 Yendon,-38.6300,145.7300
 Yeo,-38.6300,145.7300
 Yeodene,-38.3700,144.7700
 Yering,-38.1100,145.1500
 Yeungroon,-36.3500,143.4330
 Yeungroon East,-37.8400,144.9800
 Yielima,-37.8200,144.9500
 Yinnar,-37.8100,144.9600
 Yinnar South,-38.3830,146.3830
 Youanmite,-37.8200,144.9600
 Youarang,-38.1900,146.2900
 Yulecart,-37.8100,144.9600
 Yundool,-36.2663,145.8177
 Yuroke,-38.3700,144.7700
 Yuulong,-37.7600,145.0400
 Zeerust,-37.8400,145.0600
 Zumsteins,-37.8500,144.8900
